#SUBMITTED ID	GENE_SNAPSHOT	LOCATION_ARM	LOCATION_MAX	LOCATION_MIN	LOCATION_STRAND	NAME	SYMBOL
CG33650	DNA polymerase gamma subunit 2 (PolG2) encodes the accessory subunit of mitocondrial DNA polymerase gamma, which is responsible for the replication and repair of the mitochondrial genome. [Date last reviewed: 2019-12-19]	2L	13833105	13831482	-1	DNA polymerase gamma subunit 2	PolG2
CG33650	DNA polymerase gamma subunit 2 (PolG2) encodes the accessory subunit of mitocondrial DNA polymerase gamma, which is responsible for the replication and repair of the mitochondrial genome. [Date last reviewed: 2019-12-19]	2L	13833105	13831482	-1	DNA polymerase gamma subunit 2	PolG2
CG6230	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	11120319	11115635	-1	-	CG6230
CG5384	Ubiquitin specific protease 14 (Usp14) encodes a deubiquitinase that associates with the 19S component of the proteasome in a reversible manner. Its functions include ubiquitin chain disassemblance for mono-ubiquitin recycling, control of protein degradation by the proteasome and regulation of proteasome subtrate interactions. [Date last reviewed: 2019-03-21]	2L	10314396	10312265	-1	Ubiquitin specific protease 14	Usp14
CG5384	Ubiquitin specific protease 14 (Usp14) encodes a deubiquitinase that associates with the 19S component of the proteasome in a reversible manner. Its functions include ubiquitin chain disassemblance for mono-ubiquitin recycling, control of protein degradation by the proteasome and regulation of proteasome subtrate interactions. [Date last reviewed: 2019-03-21]	2L	10314396	10312265	-1	Ubiquitin specific protease 14	Usp14
CG7562	TBP-related factor (Trf) is ubiquitiously expressed but upregulated in the central nervous system and the gonads of developing Drosophila. The majority of the product of Trf substitutes for the product of Tbp in Pol III transcription in complex with the product of Brf. The rest of the product of Trf initiates transcription of a small subset of PolII-transcribed genes regulating fly fertility and nervous system function. [Date last reviewed: 2019-03-14]	2L	8073948	8072895	1	TBP-related factor	Trf
CG7562	TBP-related factor (Trf) is ubiquitiously expressed but upregulated in the central nervous system and the gonads of developing Drosophila. The majority of the product of Trf substitutes for the product of Tbp in Pol III transcription in complex with the product of Brf. The rest of the product of Trf initiates transcription of a small subset of PolII-transcribed genes regulating fly fertility and nervous system function. [Date last reviewed: 2019-03-14]	2L	8073948	8072895	1	TBP-related factor	Trf
CG8885	Synthesis of cytochrome c oxidase (Scox) encodes a protein involved in cytochrome complex assembly and regulation of ATP biosynthesis. [Date last reviewed: 2019-09-19]	2L	4968935	4967832	-1	Synthesis of cytochrome c oxidase	Scox
CG8885	-	-	-	-	-	-	Dpse\GA21389
CG8885	Synthesis of cytochrome c oxidase (Scox) encodes a protein involved in cytochrome complex assembly and regulation of ATP biosynthesis. [Date last reviewed: 2019-09-19]	2L	4968935	4967832	-1	Synthesis of cytochrome c oxidase	Scox
CG8409	-	2L	8211122	8209626	-1	Suppressor of variegation 205	Su(var)205
CG8409	-	2L	8211122	8209626	-1	Suppressor of variegation 205	Su(var)205
CG14938	crooked legs (crol) encodes a zinc finger transcription factor induced by 20-hydroxyecdysone at the onset of metamorphosis. It regulates wg transcription and cell cycle progression in the wing. Its over-expression in the eye accelerates the cell cycle and de-represses silenced genes. [Date last reviewed: 2019-03-07]	2L	11809438	11794327	-1	crooked legs	crol
CG14938	crooked legs (crol) encodes a zinc finger transcription factor induced by 20-hydroxyecdysone at the onset of metamorphosis. It regulates wg transcription and cell cycle progression in the wing. Its over-expression in the eye accelerates the cell cycle and de-represses silenced genes. [Date last reviewed: 2019-03-07]	2L	11809438	11794327	-1	crooked legs	crol
CG5366	-	2L	10362707	10358134	-1	Cullin-associated and neddylation-dissociated 1	Cand1
CG5366	-	2L	10362707	10358134	-1	Cullin-associated and neddylation-dissociated 1	Cand1
CG5367	-	2L	10356597	10354743	-1	-	CG5367
CG17137	Porin2 (Porin2) encodes a protein with voltage-independent cation-selective pore activity that is involved in ion transport. [Date last reviewed: 2019-02-28]	2L	10847044	10845788	-1	Porin2	Porin2
CG17137	Porin2 (Porin2) encodes a protein with voltage-independent cation-selective pore activity that is involved in ion transport. [Date last reviewed: 2019-02-28]	2L	10847044	10845788	-1	Porin2	Porin2
CG11840	-	2L	544653	542786	-1	Signal peptide peptidase	Spp
CG11840	-	2L	544653	542786	-1	Signal peptide peptidase	Spp
CG7171	-	2L	7781415	7780085	1	Urate oxidase	Uro
CG7171	-	2L	7781415	7780085	1	Urate oxidase	Uro
CG1864	Hormone receptor-like in 38 (Hr38) encodes a protein that can heterodimerize with the U adult cuticle and for the proper uptake and storage of glycogen in larvae. [Date last reviewed: 2019-03-07]	2L	20714588	20683462	-1	Hormone receptor-like in 38	Hr38
CG1864	Hormone receptor-like in 38 (Hr38) encodes a protein that can heterodimerize with the U adult cuticle and for the proper uptake and storage of glycogen in larvae. [Date last reviewed: 2019-03-07]	2L	20714588	20683462	-1	Hormone receptor-like in 38	Hr38
CG17161	grapes (grp) encodes a protein that functions in a cell cycle checkpoint pathway that responds to DNA damage. [Date last reviewed: 2019-03-07]	2L	16699926	16680054	1	grapes	grp
CG17161	grapes (grp) encodes a protein that functions in a cell cycle checkpoint pathway that responds to DNA damage. [Date last reviewed: 2019-03-07]	2L	16699926	16680054	1	grapes	grp
CG18013	-	2L	4387356	4386182	-1	Partner of Sld Five 2	Psf2
CG18013	-	2L	4387356	4386182	-1	Partner of Sld Five 2	Psf2
CG31884	-	2L	9616404	9613166	1	thioredoxin-2	Trx-2
CG31884	-	2L	9616404	9613166	1	thioredoxin-2	Trx-2
CG10947	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	20414800	20385293	-1	-	CG10947
CG10949	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	20416918	20415173	-1	-	CG10949
CG9319	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	20752341	20750934	-1	Alpha-methylacyl-CoA racemase	Amacr
CG9319	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	20752341	20750934	-1	Alpha-methylacyl-CoA racemase	Amacr
CG9319	-	-	-	-	-	-	Dsec\GM23310
CG9314	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	8707527	8705572	1	-	CG9314
CG15390	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	2375697	2374713	1	-	CG15390
CG7138	r2d2 (r2d2) encodes a double-stranded RNA-binding protein. It interacts with the product of Dcr-2 to form the core of RISC loading complex, which recruits duplex siRNA to the RISC. [Date last reviewed: 2019-03-14]	2L	7802098	7800147	1	r2d2	r2d2
CG7138	r2d2 (r2d2) encodes a double-stranded RNA-binding protein. It interacts with the product of Dcr-2 to form the core of RISC loading complex, which recruits duplex siRNA to the RISC. [Date last reviewed: 2019-03-14]	2L	7802098	7800147	1	r2d2	r2d2
CG31874	-	2L	10191496	10189820	-1	Fumarase 4	Fum4
CG31874	-	2L	10191496	10189820	-1	Fumarase 4	Fum4
CG31875	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2017-07-13]	2L	10002736	9995561	-1	-	CG31875
CG9310	Hepatocyte nuclear factor 4 (Hnf4) encodes a protein that regulates lipid mobilization and fatty acid beta-oxidation during larval stages. Its expression increases greatly at the onset of adulthood when it promotes glucose-stimulated ILP secretion from the insulin-producing cells, maintains glucose homeostasis, and supports mitochondrial function. [Date last reviewed: 2019-03-07]	2L	8709611	8687226	-1	Hepatocyte nuclear factor 4	Hnf4
CG9310	Hepatocyte nuclear factor 4 (Hnf4) encodes a protein that regulates lipid mobilization and fatty acid beta-oxidation during larval stages. Its expression increases greatly at the onset of adulthood when it promotes glucose-stimulated ILP secretion from the insulin-producing cells, maintains glucose homeostasis, and supports mitochondrial function. [Date last reviewed: 2019-03-07]	2L	8709611	8687226	-1	Hepatocyte nuclear factor 4	Hnf4
CG7134	-	2L	7810703	7801668	-1	cell division cycle 14	cdc14
CG7134	-	2L	7810703	7801668	-1	cell division cycle 14	cdc14
CG9302	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	13378538	13376455	-1	-	CG9302
CG8455	Post-GPI attachment to proteins 5 (PGAP5) encodes a protein that belongs to a dimetal-containing phosphoesterase family and catalyzes the remodeling of the glycan moiety on glycosylphosphatidylinositol (GPI)-anchored proteins. Its catalytic activity is a prerequisite for the efficient exit of GPI-anchor proteins from the ER. [Date last reviewed: 2019-03-14]	2L	8200652	8198882	1	Post-GPI attachment to proteins 5	PGAP5
CG8455	Post-GPI attachment to proteins 5 (PGAP5) encodes a protein that belongs to a dimetal-containing phosphoesterase family and catalyzes the remodeling of the glycan moiety on glycosylphosphatidylinositol (GPI)-anchored proteins. Its catalytic activity is a prerequisite for the efficient exit of GPI-anchor proteins from the ER. [Date last reviewed: 2019-03-14]	2L	8200652	8198882	1	Post-GPI attachment to proteins 5	PGAP5
CG17597	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	18831153	18829012	-1	-	CG17597
CG17593	-	2L	3517264	3514872	1	-	CG17593
CG43860	abrupt (ab) encodes a transcription factor that negatively regulates ecdysone signaling, as it binds to the product of tai. It regulates animal survival, organogenesis and multiple tissue morphogenesis, epithelial cell fate, cellular sexual identity, neuron differentiation and neuronal identity switch, cell migration, oncogenesis and germline differentiation. In many cell types, the product of ab is post-transcriptionally repressed by the steroid-induced miRNA let-7. [Date last reviewed: 2019-03-07]	2L	11261080	11210678	1	abrupt	ab
CG43860	abrupt (ab) encodes a transcription factor that negatively regulates ecdysone signaling, as it binds to the product of tai. It regulates animal survival, organogenesis and multiple tissue morphogenesis, epithelial cell fate, cellular sexual identity, neuron differentiation and neuronal identity switch, cell migration, oncogenesis and germline differentiation. In many cell types, the product of ab is post-transcriptionally repressed by the steroid-induced miRNA let-7. [Date last reviewed: 2019-03-07]	2L	11261080	11210678	1	abrupt	ab
CG9328	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	20814331	20797715	1	-	CG9328
CG9324	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	20789098	20787656	1	Pomp	Pomp
CG9324	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	20789098	20787656	1	Pomp	Pomp
CG9324	-	-	-	-	-	-	Dyak\GE12348
CG31842	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	13835072	13834250	-1	mitochondrial ribosomal protein S23	mRpS23
CG31842	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	13835072	13834250	-1	mitochondrial ribosomal protein S23	mRpS23
CG14029	vrille (vri) encodes a bZIP transcription factor acting as an enhancer of dpp phenotypes both in embryo and in wing. It is involved in hair and cell growth and in tracheal development. Vri is a clock-controlled gene acting as a repressor of the products of Clk and cry. [Date last reviewed: 2019-03-21]	2L	5311223	5288944	1	vrille	vri
CG14029	vrille (vri) encodes a bZIP transcription factor acting as an enhancer of dpp phenotypes both in embryo and in wing. It is involved in hair and cell growth and in tracheal development. Vri is a clock-controlled gene acting as a repressor of the products of Clk and cry. [Date last reviewed: 2019-03-21]	2L	5311223	5288944	1	vrille	vri
CG14028	cyclope (cype) encodes a cytochrome c oxidase subunit VIc homolog acting as an enhancer of dpp pathway phenotypes. It is involved in hair and cell growth and in ommatidia development. [Date last reviewed: 2019-03-07]	2L	5327969	5327227	1	cyclope	cype
CG14028	cyclope (cype) encodes a cytochrome c oxidase subunit VIc homolog acting as an enhancer of dpp pathway phenotypes. It is involved in hair and cell growth and in ommatidia development. [Date last reviewed: 2019-03-07]	2L	5327969	5327227	1	cyclope	cype
CG14028	-	-	-	-	-	-	Dpse\GA12710
CG15356	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	1980755	1975463	-1	-	CG15356
CG3539	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	2492671	2488197	-1	SLY-1 homologous	Slh
CG3539	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	2492671	2488197	-1	SLY-1 homologous	Slh
CG4851	Palmitoyl-protein Thioesterase 2 (Ppt2) encodes a lysosomal enzyme that removes palmitoyl groups form particular target proteins during protein degradation within the lysosomal compartment. Palmitoylation is critical for the cellular localization and modulation of many signaling proteins. [Date last reviewed: 2019-03-14]	2L	11281920	11280298	1	Palmitoyl-protein Thioesterase 2	Ppt2
CG4851	Palmitoyl-protein Thioesterase 2 (Ppt2) encodes a lysosomal enzyme that removes palmitoyl groups form particular target proteins during protein degradation within the lysosomal compartment. Palmitoylation is critical for the cellular localization and modulation of many signaling proteins. [Date last reviewed: 2019-03-14]	2L	11281920	11280298	1	Palmitoyl-protein Thioesterase 2	Ppt2
CG5705	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	13221398	13219979	1	mitochondrial translation release factor 1	mRF1
CG5705	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	13221398	13219979	1	mitochondrial translation release factor 1	mRF1
CG4881	spalt-related (salr) encodes a zinc finger transcriptional repressor that, together with the product of salm, mediates most dpp functions during development of the central part of the wing. It is repressed by the product of Ubx during haltere development. [Date last reviewed: 2019-03-14]	2L	11373636	11358873	1	spalt-related	salr
CG4881	spalt-related (salr) encodes a zinc finger transcriptional repressor that, together with the product of salm, mediates most dpp functions during development of the central part of the wing. It is repressed by the product of Ubx during haltere development. [Date last reviewed: 2019-03-14]	2L	11373636	11358873	1	spalt-related	salr
CG5734	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	10206961	10204757	-1	Sorting nexin 17	Snx17
CG5734	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	10206961	10204757	-1	Sorting nexin 17	Snx17
CG14040	-	2L	5054575	5052843	1	senju	senju
CG14040	-	2L	5054575	5052843	1	senju	senju
CG14043	-	2L	4973687	4971702	1	-	CG14043
CG17568	-	2L	19181702	19179749	-1	-	CG17568
CG12287	POU domain protein 2 (pdm2) encodes a transcription factor that plays multiple roles in neurogenesis, including acting as a temporal identity gene and a timing gene required for the termination of the Kr temporal identity window. [Date last reviewed: 2019-03-14]	2L	12686306	12657165	1	POU domain protein 2	pdm2
CG12287	POU domain protein 2 (pdm2) encodes a transcription factor that plays multiple roles in neurogenesis, including acting as a temporal identity gene and a timing gene required for the termination of the Kr temporal identity window. [Date last reviewed: 2019-03-14]	2L	12686306	12657165	1	POU domain protein 2	pdm2
CG12299	-	2L	10740762	10737345	1	-	CG12299
CG13142	Non-SMC element 4 (Nse4) encodes a member of the EID (EP300-interacting inhibitor of differentiation) family of proteins. It is the kleisin component of the SMC5/6 protein complex. This complex is critical to genome stability, and is required for homologous DNA recombination-based processes. [Date last reviewed: 2018-11-15]	2L	10441047	10439440	1	Non-SMC element 4	Nse4
CG13142	Non-SMC element 4 (Nse4) encodes a member of the EID (EP300-interacting inhibitor of differentiation) family of proteins. It is the kleisin component of the SMC5/6 protein complex. This complex is critical to genome stability, and is required for homologous DNA recombination-based processes. [Date last reviewed: 2018-11-15]	2L	10441047	10439440	1	Non-SMC element 4	Nse4
CG17996	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	16731039	16730458	-1	-	CG17996
CG14001	blue cheese (bchs) is a neuronally expressed gene that encodes a member of the BEACH (Beige and Chediak-Higashi)-domain superfamily, whose members are involved in vesicle trafficking. It antagonizes the activity of the product of Rab11. It serves as a scaffold for autophagy proteins, and contributes to ref(2)P-mediated aggrephagy. It contributes to nervous system development, lysosome transport and sphingolipid metabolism. [Date last reviewed: 2018-11-08]	2L	5922776	5907169	1	blue cheese	bchs
CG14001	blue cheese (bchs) is a neuronally expressed gene that encodes a member of the BEACH (Beige and Chediak-Higashi)-domain superfamily, whose members are involved in vesicle trafficking. It antagonizes the activity of the product of Rab11. It serves as a scaffold for autophagy proteins, and contributes to ref(2)P-mediated aggrephagy. It contributes to nervous system development, lysosome transport and sphingolipid metabolism. [Date last reviewed: 2018-11-08]	2L	5922776	5907169	1	blue cheese	bchs
CG31811	Centaurin gamma 1A (CenG1A) encodes a GTPase that may have a role in regulating the second to third instar larval transition, which is ecdysone signaling-dependent. [Date last reviewed: 2019-03-07]	2L	13898712	13835564	1	Centaurin gamma 1A	CenG1A
CG31811	Centaurin gamma 1A (CenG1A) encodes a GTPase that may have a role in regulating the second to third instar larval transition, which is ecdysone signaling-dependent. [Date last reviewed: 2019-03-07]	2L	13898712	13835564	1	Centaurin gamma 1A	CenG1A
CG9296	-	2L	8685955	8684823	-1	Prenyl-binding protein	PrBP
CG9296	-	2L	8685955	8684823	-1	Prenyl-binding protein	PrBP
CG5313	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	10420612	10419190	1	Replication factor C subunit 3	RfC3
CG5313	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	10420612	10419190	1	Replication factor C subunit 3	RfC3
CG8825	glaikit (gkt) encodes a member of the phospholipase D superfamily. It is essential for the formation of epithelial polarity and nervous system development. [Date last reviewed: 2019-03-07]	2L	3162399	3159950	1	glaikit	gkt
CG8825	glaikit (gkt) encodes a member of the phospholipase D superfamily. It is essential for the formation of epithelial polarity and nervous system development. [Date last reviewed: 2019-03-07]	2L	3162399	3159950	1	glaikit	gkt
CG6647	porin (porin) encodes a beta-barrel channel protein localized in the outer membrane of mitochondria that conducts translocation of various ions and metabolites between cytoplasm and mitochondria. It plays roles in mitochondria dynamics and mitophagy, and is ubiquitinated by the E3 ligases encoded by park and Mul1. [Date last reviewed: 2019-03-14]	2L	10850848	10847227	-1	porin	porin
CG6647	porin (porin) encodes a beta-barrel channel protein localized in the outer membrane of mitochondria that conducts translocation of various ions and metabolites between cytoplasm and mitochondria. It plays roles in mitochondria dynamics and mitophagy, and is ubiquitinated by the E3 ligases encoded by park and Mul1. [Date last reviewed: 2019-03-14]	2L	10850848	10847227	-1	porin	porin
CG17932	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	16801584	16799025	1	UDP-glycosyltransferase family 37 member D1	Ugt37D1
CG17932	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	16801584	16799025	1	UDP-glycosyltransferase family 37 member D1	Ugt37D1
CG12245	glial cells missing (gcm) encodes an essential zinc finger transcription factor that determines the fate of the lateral glial cells. It is involved in the differentiation of plasmatocytes, tendon cells and specific neurons. [Date last reviewed: 2019-03-07]	2L	9581745	9579498	-1	glial cells missing	gcm
CG12245	glial cells missing (gcm) encodes an essential zinc finger transcription factor that determines the fate of the lateral glial cells. It is involved in the differentiation of plasmatocytes, tendon cells and specific neurons. [Date last reviewed: 2019-03-07]	2L	9581745	9579498	-1	glial cells missing	gcm
CG11397	gluon (glu) encodes a subunit of the multiprotein complex condensin that is required for chromosome condensation and sister chromatid segregation. It contributes to nervous system development and glucose metabolism. [Date last reviewed: 2019-03-07]	2L	16738388	16733617	-1	gluon	glu
CG11397	gluon (glu) encodes a subunit of the multiprotein complex condensin that is required for chromosome condensation and sister chromatid segregation. It contributes to nervous system development and glucose metabolism. [Date last reviewed: 2019-03-07]	2L	16738388	16733617	-1	gluon	glu
CG3139	Synaptotagmin 1 (Syt1) encodes a synaptic vesicle calcium binding protein that functions as the fast calcium sensor for neurotransmitter release at synapses. [Date last reviewed: 2019-03-14]	2L	2799979	2772327	-1	Synaptotagmin 1	Syt1
CG3139	Synaptotagmin 1 (Syt1) encodes a synaptic vesicle calcium binding protein that functions as the fast calcium sensor for neurotransmitter release at synapses. [Date last reviewed: 2019-03-14]	2L	2799979	2772327	-1	Synaptotagmin 1	Syt1
CG5790	-	2L	18297347	18294840	1	-	CG5790
CG6634	-	2L	5467610	5461639	1	midline	mid
CG6634	-	2L	5467610	5461639	1	midline	mid
CG8817	-	2L	2954406	2885929	1	lilliputian	lilli
CG8817	-	2L	2954406	2885929	1	lilliputian	lilli
CG18806	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	19966510	19965664	-1	Olfactory-specific 9	OS9
CG18806	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	19966510	19965664	-1	Olfactory-specific 9	OS9
CG4494	Small ubiquitin like modifier (Sumo) encodes the only Drosophila SUMO family protein. It is required for embryonic patterning and mitosis. It may also have roles in wing patterning, Dpp signaling, and Ras/MAPK signaling. It localizes to the nucleus during interphase and to the kinetochores and midbodies during mitosis. [Date last reviewed: 2019-03-14]	2L	6967644	6966780	-1	Small ubiquitin like modifier	Sumo
CG4494	Small ubiquitin like modifier (Sumo) encodes the only Drosophila SUMO family protein. It is required for embryonic patterning and mitosis. It may also have roles in wing patterning, Dpp signaling, and Ras/MAPK signaling. It localizes to the nucleus during interphase and to the kinetochores and midbodies during mitosis. [Date last reviewed: 2019-03-14]	2L	6967644	6966780	-1	Small ubiquitin like modifier	Sumo
CG8844	-	2L	3467334	3466157	1	NADH dehydrogenase (ubiquinone) PDSW subunit	ND-PDSW
CG8844	-	2L	3467334	3466157	1	NADH dehydrogenase (ubiquinone) PDSW subunit	ND-PDSW
CG8844	-	-	-	-	-	-	Dpse\GA21363
CG6667	dorsal (dl) encodes a transcription factor that functions with the product of Dif, downstream of the Toll pathway. It contributes to certain functions of the Toll pathway, notably the dorsoventral patterning of early embryo. [Date last reviewed: 2019-03-07]	2L	17450364	17436830	-1	dorsal	dl
CG6667	dorsal (dl) encodes a transcription factor that functions with the product of Dif, downstream of the Toll pathway. It contributes to certain functions of the Toll pathway, notably the dorsoventral patterning of early embryo. [Date last reviewed: 2019-03-07]	2L	17450364	17436830	-1	dorsal	dl
CG5336	Ced-12 (Ced-12) encodes a protein that functions with Dock family members (encoded by mbc or spg) to regulate GTPase activity. It contributes to myoblast fusion, apoptotic cell engulfment, cell migration, and embryonic cellularization. [Date last reviewed: 2018-11-15]	2L	12100839	12097838	1	Ced-12	Ced-12
CG5336	Ced-12 (Ced-12) encodes a protein that functions with Dock family members (encoded by mbc or spg) to regulate GTPase activity. It contributes to myoblast fusion, apoptotic cell engulfment, cell migration, and embryonic cellularization. [Date last reviewed: 2018-11-15]	2L	12100839	12097838	1	Ced-12	Ced-12
CG7516	-	2L	14355085	14352594	-1	lethal (2) 34Fd	l(2)34Fd
CG7516	-	2L	14355085	14352594	-1	lethal (2) 34Fd	l(2)34Fd
CG5337	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	10435656	10432687	-1	TBC1 domain family member 16	TBC1D16
CG5337	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	10435656	10432687	-1	TBC1 domain family member 16	TBC1D16
CG8843	-	2L	3460367	3457302	1	Secretory 5	Sec5
CG8843	-	2L	3460367	3457302	1	Secretory 5	Sec5
CG3157	-	2L	2974858	2972891	1	gamma-Tubulin at 23C	gammaTub23C
CG3157	-	2L	2974858	2972891	1	gamma-Tubulin at 23C	gammaTub23C
CG8849	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	4945361	4944256	-1	mitochondrial ribosomal protein L24	mRpL24
CG8849	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	4945361	4944256	-1	mitochondrial ribosomal protein L24	mRpL24
CG10084	-	2L	19497978	19493251	1	second mitotic wave missing	swm
CG10084	-	2L	19497978	19493251	1	second mitotic wave missing	swm
CG10084	-	-	-	-	-	-	Dyak\GE13261
CG3151	RNA-binding protein 9 (Rbp9) encodes a putative RNA binding protein involved in the establishment of the blood-brain barrier and control of germ cell proliferation. [Date last reviewed: 2019-03-14]	2L	2968434	2954762	1	RNA-binding protein 9	Rbp9
CG3151	RNA-binding protein 9 (Rbp9) encodes a putative RNA binding protein involved in the establishment of the blood-brain barrier and control of germ cell proliferation. [Date last reviewed: 2019-03-14]	2L	2968434	2954762	1	RNA-binding protein 9	Rbp9
CG5325	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	12095250	12091822	1	Peroxin 19	Pex19
CG5325	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	12095250	12091822	1	Peroxin 19	Pex19
CG33196	dumpy (dpy) encodes an extracellular protein involved in epidermal-cuticle attachment, aposition of wing surfaces and trachea development. [Date last reviewed: 2019-09-26]	2L	4614300	4477462	-1	dumpy	dpy
CG33196	dumpy (dpy) encodes an extracellular protein involved in epidermal-cuticle attachment, aposition of wing surfaces and trachea development. [Date last reviewed: 2019-09-26]	2L	4614300	4477462	-1	dumpy	dpy
CG13123	-	2L	9793107	9791961	-1	-	CG13123
CG12205	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	4684461	4683052	-1	Early boundary activity 1	Elba1
CG12205	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	4684461	4683052	-1	Early boundary activity 1	Elba1
CG6601	Rab6 (Rab6) encodes a member of the Rab family, which are small Ras-like GTPases involved in vesicle trafficking. The Rab6 product localizes on late Golgi, and regulates vesicle trafficking within Golgi, post-Golgi, and endosome to Golgi. [Date last reviewed: 2018-09-20]	2L	12109116	12107221	-1	Rab6	Rab6
CG6601	Rab6 (Rab6) encodes a member of the Rab family, which are small Ras-like GTPases involved in vesicle trafficking. The Rab6 product localizes on late Golgi, and regulates vesicle trafficking within Golgi, post-Golgi, and endosome to Golgi. [Date last reviewed: 2018-09-20]	2L	12109116	12107221	-1	Rab6	Rab6
CG4422	GDP dissociation inhibitor (Gdi) encodes a GDP-dissociation inhibitor. [Date last reviewed: 2019-09-19]	2L	9494876	9491176	-1	GDP dissociation inhibitor	Gdi
CG4422	GDP dissociation inhibitor (Gdi) encodes a GDP-dissociation inhibitor. [Date last reviewed: 2019-09-19]	2L	9494876	9491176	-1	GDP dissociation inhibitor	Gdi
CG10021	brother of odd with entrails limited (bowl) encodes a member of the Odd-skipped (Odd) family of zinc finger proteins involved in developmental patterning and cell fate specification. Its localization in the nucleus is regulated by the nuclear protein encoded by lin and the the product of drm with opposing roles. [Date last reviewed: 2019-03-07]	2L	3784121	3771700	1	brother of odd with entrails limited	bowl
CG10021	brother of odd with entrails limited (bowl) encodes a member of the Odd-skipped (Odd) family of zinc finger proteins involved in developmental patterning and cell fate specification. Its localization in the nucleus is regulated by the nuclear protein encoded by lin and the the product of drm with opposing roles. [Date last reviewed: 2019-03-07]	2L	3784121	3771700	1	brother of odd with entrails limited	bowl
CG6604	H15 (H15) encodes a T-box transcription factor that regulates the specification of cell fate in the heart and central nervous system. [Date last reviewed: 2019-07-11]	2L	5416593	5404280	1	H15	H15
CG6604	H15 (H15) encodes a T-box transcription factor that regulates the specification of cell fate in the heart and central nervous system. [Date last reviewed: 2019-07-11]	2L	5416593	5404280	1	H15	H15
CG6605	Bicaudal D (BicD) encodes a cytoplasmic protein that links diverse cargo to the dynein/dynactin motor. Cargos like mRNAs, proteins and organelles are transported along microtubules. Through this mechanism the product of BicDcontrols spatial aspects of gene expression and polarity formation during development. Additionally, it supports physiology of differentiated polar cells and the function of the nervous system. [Date last reviewed: 2019-03-07]	2L	17473215	17459605	-1	Bicaudal D	BicD
